id,product_number,quantity,price,discount,featured,name,description,images,variants,category_link,category,product_colors,brand_link,brand_name,Order Items
214,7386,270,₦2300,,false,1*1/4 or 40mm Elbow P.P.R,"A 1*1/4 or 40mm P.P.R Elbow is a durable plumbing fitting designed to connect pipes at a 90-degree angle, ensuring smooth directional changes in water flow. Manufactured from high-quality Polypropylene Random Copolymer (P.P.R), it offers excellent resistance to heat and pressure, making it suitable for both hot and cold water systems. The 40mm size provides reliable capacity for medium-scale water distribution in residential, commercial, and industrial projects. Its corrosion-resistant properties ensure long-lasting performance without scaling, rust, or chemical reactions that can compromise water quality. The elbow is lightweight yet strong, allowing for easy installation with heat fusion technology that guarantees leak-proof joints. It is widely used in plumbing networks for potable water, HVAC systems, and even chemical transportation due to its safe and hygienic material composition. Overall, the 1*1/4 or 40mm P.P.R Elbow combines strength, efficiency, and reliability, making it an essential component in modern piping systems.","1PPR_ELBW_3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/DFGZdF4-6W7Of3F0SD-AXQ/Lwf3EQI9Y8w2q6rQnn3hGJrc9au3U3Txy9hm0Ki_5JrNXIWaSQuZXFFvYy3JADlR2m-jj-h6yuSmV2nWzXU937EusrZYGN27Uc1sMhN7m5_LxEQeTocGROxpeeRQfmRWQSK8QGMYlzKA0qlh6rv-o82F77H-E5iV2ooEYalhLXu2EhDYKVopn8P_IntIhvlw/Vw9WVhKcMB6b4r94jIMOGchzDnItd9HX7PzPHbXdQCQ),1_PPRELBW1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/i-dW1BqE9ymoJuW5Gh7BaQ/9i3QIcpWTRUf2raNj1rVpPyXUf4nl3_g_WQlhWT_eeRbDSXSDi_LQSSXPyllf5bSfaS9-FCVAIyuJj1RsgzzmNkYKd-Oul0tgn-jtpnHqZJwQFwuDYaBS7rbP2bfyBATAHrVWurz_Omc_Q8VJ-ryCz240O9Nipdkfb9i7u0zlZ_A-0wwG2PUSd-Ies0eCWKD/lRn9BeV71Ie8zPqUXmriICEgEPMCDrYPWG-47Iczj54)",,P.P.R Product,P.P.R Product,,,,
215,9947,80,₦1200,,false,1'' or 32mm Elbow P.P.R,"A ""1"" or 32mm PPR elbow is a specific type of plumbing fitting used to change the direction of a pipe run by 90 degrees. This fitting is an essential component in a Pressurized Polypropylene Random Copolymer (PPR) piping system, which is widely used for hot and cold water supply, heating systems, and various industrial applications. The ""1"" inch dimension refers to the nominal pipe size, while the 32mm measurement represents the outer diameter of the pipe that the fitting is designed to join. The material, PPR, is a thermoplastic polymer known for its durability, chemical resistance, and ability to withstand high temperatures and pressures, making it a reliable choice for long-term plumbing solutions.


","1PPR_ELBW_3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/DFGZdF4-6W7Of3F0SD-AXQ/Lwf3EQI9Y8w2q6rQnn3hGJrc9au3U3Txy9hm0Ki_5JrNXIWaSQuZXFFvYy3JADlR2m-jj-h6yuSmV2nWzXU937EusrZYGN27Uc1sMhN7m5_LxEQeTocGROxpeeRQfmRWQSK8QGMYlzKA0qlh6rv-o82F77H-E5iV2ooEYalhLXu2EhDYKVopn8P_IntIhvlw/Vw9WVhKcMB6b4r94jIMOGchzDnItd9HX7PzPHbXdQCQ),1_PPRELBW1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/i-dW1BqE9ymoJuW5Gh7BaQ/9i3QIcpWTRUf2raNj1rVpPyXUf4nl3_g_WQlhWT_eeRbDSXSDi_LQSSXPyllf5bSfaS9-FCVAIyuJj1RsgzzmNkYKd-Oul0tgn-jtpnHqZJwQFwuDYaBS7rbP2bfyBATAHrVWurz_Omc_Q8VJ-ryCz240O9Nipdkfb9i7u0zlZ_A-0wwG2PUSd-Ies0eCWKD/lRn9BeV71Ie8zPqUXmriICEgEPMCDrYPWG-47Iczj54)",,P.P.R Product,P.P.R Product,,,,
216,2091,200,₦2500,,false,"3/4'' or 25,mm Elbow P.P.R","A 3/4'' or 25mm PPR elbow is a common pipe fitting used in plumbing systems to change the direction of a pipeline. This specific elbow has a **90-degree bend** and is designed to connect two pipes of the same diameter.  It's made from **PPR (Polypropylene Random Copolymer)**, a thermoplastic known for its durability, resistance to high temperatures and pressures, and corrosion resistance. The ""3/4'' or 25mm"" designation refers to the nominal size of the pipe it's designed for, with 3/4 inch being the standard imperial measurement and 25mm being the metric equivalent.  The smooth inner surface of the PPR elbow **minimizes friction** and pressure loss, ensuring efficient water flow.  It's typically joined to the pipe using **heat fusion welding**, which creates a strong, leak-proof, and homogenous connection.  Because of its material properties and reliable joining method, this elbow is widely used in hot and cold water supply systems, as well as in heating and air conditioning installations.","1PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/WIGjnSwGQjUedd47_Y38vw/RdaE3JYHEHNtB-5idhP9_Ccv8IUyenJ50B4jGz609FAg-p_dNkvjRdgGC_3yA6Flxj7ZcDTIFLJJkOhXJbIU1B1GpcAsWajUq-63QjeQ2tAmAFi_BFzpuMNkbcRid2qTtbrzS5s4f9Simzk0cz0u3mNVuyLRNo_Zw6CqNw3x1KJHUPcMTRQBZMtakrEVx_5s/f2uvgxnZn7EexaaoKGon-fP3O0gsgBcoAnBNRhcECFQ),1_PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/TE5Vhrr4CADjbXI6339XqQ/5j0rDq2qEJAzz6uzcD9_3u4IgjYI74E3VIRCLtDfXnDOC-Z-wdTdz4vKooT8bklMhWSTavVZamRB4t2iOBPjcpx8K8gEoC0jD4e7Wx3Ix9df3j6nksltwHHnPeNJK3EsMBAPg-EXQ-LHE7OiIVgkvaXOyaW3xpcU6gr-voYSJWqybeO-amHik3Y3RRzp0ZxK/QXdDdEKqmq_pKmqLsrUOXD9pMNVlyK28JMH3IxsX2xA),1_PPR_TEE_2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/LBU1bOcLqjdiezGNAEorLA/iLFF1FUr6If4igP4nyXHJUxwG3ig8A5F88rXYnl4oflGLGKFxjWOs-qN3nsm6gDD3RusVxnj97LrJcCQUJ0citvniuHo4aTC2grnFDTOm7-7owCbFRwQtS5n7EDOs-YIFMnldQMpgFQC4tU-qOLL86sNjjqOJOwE_caQFhLcyzrFp0YSR8wnEAvKJHtb2_sL/GImnMaByr2zoeFGGDGsvXf7S4uar8bEGkyNnFbb53-A)",,P.P.R Product,P.P.R Product,,,,
217,3091,322,₦2300,,false,1/2'' or 20mm Elbow P.P.R,"A **1/2'' or 20mm Elbow P.P.R.** is a plumbing fitting used to change the direction of a pipe in a P.P.R. (polypropylene random copolymer) pipe system. It's designed specifically for hot and cold water supply systems, known for its heat resistance and durability. The fitting has a 90-degree bend, allowing it to navigate corners and obstacles in a pipeline layout. Its size is specified as either **1/2 inch** in the imperial system or **20mm** in the metric system, indicating its compatibility with pipes of that specific diameter. The smooth inner surface minimizes friction, ensuring optimal water flow and pressure. Made from high-quality **P.P.R. material**, this elbow is corrosion-resistant and has a long service life, making it a reliable component for modern plumbing. Its easy heat fusion welding process ensures a strong, leak-proof connection with the pipes.","1PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/WIGjnSwGQjUedd47_Y38vw/RdaE3JYHEHNtB-5idhP9_Ccv8IUyenJ50B4jGz609FAg-p_dNkvjRdgGC_3yA6Flxj7ZcDTIFLJJkOhXJbIU1B1GpcAsWajUq-63QjeQ2tAmAFi_BFzpuMNkbcRid2qTtbrzS5s4f9Simzk0cz0u3mNVuyLRNo_Zw6CqNw3x1KJHUPcMTRQBZMtakrEVx_5s/f2uvgxnZn7EexaaoKGon-fP3O0gsgBcoAnBNRhcECFQ),1_PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/TE5Vhrr4CADjbXI6339XqQ/5j0rDq2qEJAzz6uzcD9_3u4IgjYI74E3VIRCLtDfXnDOC-Z-wdTdz4vKooT8bklMhWSTavVZamRB4t2iOBPjcpx8K8gEoC0jD4e7Wx3Ix9df3j6nksltwHHnPeNJK3EsMBAPg-EXQ-LHE7OiIVgkvaXOyaW3xpcU6gr-voYSJWqybeO-amHik3Y3RRzp0ZxK/QXdDdEKqmq_pKmqLsrUOXD9pMNVlyK28JMH3IxsX2xA),1_PPR_TEE_2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/LBU1bOcLqjdiezGNAEorLA/iLFF1FUr6If4igP4nyXHJUxwG3ig8A5F88rXYnl4oflGLGKFxjWOs-qN3nsm6gDD3RusVxnj97LrJcCQUJ0citvniuHo4aTC2grnFDTOm7-7owCbFRwQtS5n7EDOs-YIFMnldQMpgFQC4tU-qOLL86sNjjqOJOwE_caQFhLcyzrFp0YSR8wnEAvKJHtb2_sL/GImnMaByr2zoeFGGDGsvXf7S4uar8bEGkyNnFbb53-A)",,P.P.R Product,P.P.R Product,,,,
218,4096,412,₦1250,,false,1*1/4 or 40mm Tee P.P.R,"A **1"" x 1/4"" or 40mm Tee PPR** is a type of fitting used in plumbing systems to connect three pipes of different sizes. Made from **polypropylene random copolymer (PPR)**, this tee is known for its durability, resistance to high temperatures and pressures, and chemical inertness. The fitting features one main run with a 1"" or 40mm diameter and a branch that has a smaller 1/4"" diameter, allowing for a reduction in pipe size. This specific configuration is essential for creating branches off a main pipeline while accommodating a smaller-diameter connection, often for a specific appliance or fixture. The **fusion welding** method used to install PPR fittings ensures a leak-proof and permanent connection, making it highly reliable. Its use is prevalent in residential and commercial applications for hot and cold water supply lines due to its non-toxic properties and long service life. The tee’s specific dimensions are crucial for ensuring a precise and secure fit within a larger plumbing network.","1PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/WIGjnSwGQjUedd47_Y38vw/RdaE3JYHEHNtB-5idhP9_Ccv8IUyenJ50B4jGz609FAg-p_dNkvjRdgGC_3yA6Flxj7ZcDTIFLJJkOhXJbIU1B1GpcAsWajUq-63QjeQ2tAmAFi_BFzpuMNkbcRid2qTtbrzS5s4f9Simzk0cz0u3mNVuyLRNo_Zw6CqNw3x1KJHUPcMTRQBZMtakrEVx_5s/f2uvgxnZn7EexaaoKGon-fP3O0gsgBcoAnBNRhcECFQ),1_PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/TE5Vhrr4CADjbXI6339XqQ/5j0rDq2qEJAzz6uzcD9_3u4IgjYI74E3VIRCLtDfXnDOC-Z-wdTdz4vKooT8bklMhWSTavVZamRB4t2iOBPjcpx8K8gEoC0jD4e7Wx3Ix9df3j6nksltwHHnPeNJK3EsMBAPg-EXQ-LHE7OiIVgkvaXOyaW3xpcU6gr-voYSJWqybeO-amHik3Y3RRzp0ZxK/QXdDdEKqmq_pKmqLsrUOXD9pMNVlyK28JMH3IxsX2xA),1_PPR_TEE_2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/LBU1bOcLqjdiezGNAEorLA/iLFF1FUr6If4igP4nyXHJUxwG3ig8A5F88rXYnl4oflGLGKFxjWOs-qN3nsm6gDD3RusVxnj97LrJcCQUJ0citvniuHo4aTC2grnFDTOm7-7owCbFRwQtS5n7EDOs-YIFMnldQMpgFQC4tU-qOLL86sNjjqOJOwE_caQFhLcyzrFp0YSR8wnEAvKJHtb2_sL/GImnMaByr2zoeFGGDGsvXf7S4uar8bEGkyNnFbb53-A)",,P.P.R Product,P.P.R Product,,,,
219,5567,230,₦2550,,false,1'' or 32mm Tee P.P.R,"A 1"" or 32mm PPR (polypropylene random copolymer) tee fitting is a crucial component in plumbing systems, specifically designed to split a single water line into two separate paths.  This fitting has three openings, one for the incoming main pipe and two for the outgoing branch lines, creating a T-shaped junction. The ""1-inch"" measurement refers to the nominal internal diameter, while the **32mm** corresponds to the external diameter, aligning with standard PPR pipe sizing conventions. Made from durable and heat-resistant PPR material, these fittings are commonly used in hot and cold water supply systems due to their excellent resistance to corrosion and scaling. The **fusion welding** process used to connect the tee to the pipes creates a homogenous, leak-proof joint that is exceptionally strong and reliable. Its smooth interior surface minimizes pressure loss and prevents the buildup of deposits, ensuring efficient water flow over the long term. This specific size is widely used for residential and commercial applications where a robust and permanent branch-off point is required.","1PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/WIGjnSwGQjUedd47_Y38vw/RdaE3JYHEHNtB-5idhP9_Ccv8IUyenJ50B4jGz609FAg-p_dNkvjRdgGC_3yA6Flxj7ZcDTIFLJJkOhXJbIU1B1GpcAsWajUq-63QjeQ2tAmAFi_BFzpuMNkbcRid2qTtbrzS5s4f9Simzk0cz0u3mNVuyLRNo_Zw6CqNw3x1KJHUPcMTRQBZMtakrEVx_5s/f2uvgxnZn7EexaaoKGon-fP3O0gsgBcoAnBNRhcECFQ),1_PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/TE5Vhrr4CADjbXI6339XqQ/5j0rDq2qEJAzz6uzcD9_3u4IgjYI74E3VIRCLtDfXnDOC-Z-wdTdz4vKooT8bklMhWSTavVZamRB4t2iOBPjcpx8K8gEoC0jD4e7Wx3Ix9df3j6nksltwHHnPeNJK3EsMBAPg-EXQ-LHE7OiIVgkvaXOyaW3xpcU6gr-voYSJWqybeO-amHik3Y3RRzp0ZxK/QXdDdEKqmq_pKmqLsrUOXD9pMNVlyK28JMH3IxsX2xA),1_PPR_TEE_2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/LBU1bOcLqjdiezGNAEorLA/iLFF1FUr6If4igP4nyXHJUxwG3ig8A5F88rXYnl4oflGLGKFxjWOs-qN3nsm6gDD3RusVxnj97LrJcCQUJ0citvniuHo4aTC2grnFDTOm7-7owCbFRwQtS5n7EDOs-YIFMnldQMpgFQC4tU-qOLL86sNjjqOJOwE_caQFhLcyzrFp0YSR8wnEAvKJHtb2_sL/GImnMaByr2zoeFGGDGsvXf7S4uar8bEGkyNnFbb53-A)",,P.P.R Product,P.P.R Product,,,,
220,5574,15,₦4500,,false,3/4'' or 25mm Tee P.P.R,"A ""3/4'' or 25mm Tee ppr"" is a type of pipe fitting used in plumbing and piping systems to create a T-shaped junction. The tee allows for a branch line to be connected to a main pipe, enabling the diversion of flow in a fluid distribution system. Made from Polypropylene Random Copolymer (PPR), this fitting is known for its durability, resistance to corrosion, and ability to handle both hot and cold water applications. The $3/4''$ measurement refers to the nominal pipe size in inches, while $25mm$ is the equivalent metric diameter, ensuring compatibility with standard pipes of that dimension. Its smooth interior surface helps to reduce pressure loss and maintain a high flow rate. Installation is typically done through heat fusion, which creates a strong, leak-proof, and permanent joint. This fitting is ideal for a wide range of residential and commercial plumbing projects, including water supply networks and heating systems.","3PPR_TEE1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/P1sZUbk5N4lnRPV284pr0g/GNOi6u-LAwJjF9oNCB17U4rmSdrGvtvi0KEk7oWchyhWvfMLmpw9uQHFPNkjlIh1R9C9hoC2xnq_qdanzfu_qRrmVGquuMJ8QrQtfEQIM5o_ylieS29NsSA6YdSjTTZy8uBKnq0g0XkyYWf0DBvEuvu0ny8vp-ueF8WP_y1Gkx-hNLhOGAegd75kzNuPNtTX/emZNTJC70u0YrjkoUwsbYYjgp3z_C3dCcuwucHD1ZvI),3_PPR_TEE3-removebg-preview - Copy.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/vsSEx3fEDZfKnxvUyY7sPQ/Le6Vr7cGeEwKyBvxs8Rlt94U3g4OX5Gc4LuOOk7ko2JYwUoW-pzEOzKCxZb33aGjXugblpVDpBQHDAqsEC03xayCtr0uzEjxyxbpfzI_sB0TGtdE6YfDz8fXQhaq6wAknOClkKlnN1lCWO7piDCkzdgIZZlb6avdWZkPgymZuYhwypGrONS-UKSHnnlLsq5b/HbGFs1ozjwuQxYECFc6NgJswOuymyK7HNc6SaLCeSBc),3_PPR_TEE2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/01bma5os3IuRq_X9ed8_0w/cP2asBuR-laCHoS6Xdx8BwSVW24LtIfu3d8nv0UoC-NhZer3t4hA1pPitmzoGV-FVtBM96rZLoyZ7nm95PK4-W6IxLF3Q4_aRrIuC6Oytk5DNgS1iwbGRUgdDTURnRkFcBh42AOqXTWASxMvS_WgeJLbt_cdAOIJkWC_316fEdefztcKvyUonvQqiZsWdFSd/m1NZ-7MxkTmFB512okjHmKUs5oSe_JbsEu33fz4jaaI)",,P.P.R Product,P.P.R Product,,,,
221,5587,132,₦4600,,false,1/2'' or 20mm Tee P.P.R,"This paragraph will provide a detailed description of a ""1/2'' or 20mm Tee ppr"" pipe fitting.
This fitting, also known as a tee connector, is an essential component in plumbing and piping systems, specifically designed for use with PPR (Polypropylene Random Copolymer) pipes. Its primary function is to branch a fluid flow, allowing one pipe to connect to two others at a 90-degree angle. The ""1/2'' or 20mm"" designation refers to the nominal diameter of the pipes it is designed to join, with 1/2'' being the standard imperial measurement and 20mm being the metric equivalent. Due to its PPR construction, this tee is highly resistant to heat, pressure, and chemical corrosion, making it suitable for both hot and cold water applications. Its smooth inner surface ensures minimal pressure loss and prevents the buildup of deposits, contributing to a longer system lifespan. Installation is typically done through heat fusion, creating a seamless and leak-proof joint that is exceptionally strong and durable.
","1_PPR_Y-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/w4oZkjEHeGYVYnYKibjS0w/HkVI1ZAzlkSGYrcRqG6YmabluqSF7df3h6r-06gVAdy3X1I81dF3oUt-B1synqDvNs83t46-61MaDKABIIY3-bdaKmVl61l7nXD0UhYBnDBgZYILCxaxCUEW22xFj2ga2adk2Rl2uUlFaBQwilEaA-Mw3z45TsR6hQNb8bi25TGqAYGFV9WqM5VJvEtrKoIf/6S70IoC-exQYJqEQiYfroYgpySkuSnq3hG4e8AddSfY),1_PPR_TEE-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/88lAz8mKUmgylkn_j0scVw/qvoHADYLRLGQ37LRQ-9yOOE3r1RRdv3kPBuNMgQyOQWvJzihQAoN5I6dxzBisckGyRLIEajD4l-eJsTO7aiJUl248biaXVsNCR32vKkAsttzxge8drcn0GoHgJuFZtxZnOOfedl9DF2u7CqIdvHkPRfq1NUw5dQq02CQ51w_usLwHyC4bOT4HPeCW1i9nJgw/egpfV-bZKMgPISnInGb1Gnw-L1mMeUT0NbNHsLvfm6k),1_PPR_TEE_2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/QWhklMM4Jn6pNLDAInl2RQ/14U_uQgmHSwWbiIth36kcuRSR9qtkgljj-Uc7aAP3R0EVyRML8ptkNgDGBmwvaw_ipiEc7Bq3ezp7lymN2UF31nYsGTYS2LmXkTCHvmIm2V69ffJ8kKOxhZ7LWX6D-C87hbzMucKNN7CCaXMXRB9eqRehbgs9sppsY0g_70wCj-Xzdjefvcc3Rb2QZbggOgW/tGW0-M1Ze8aeep2P2QyC00NzMJWFeHstSo4KU4iCmvM)",,P.P.R Product,P.P.R Product,,,,
222,5592,144,₦4300,,false,1*1/4 or 40mm socket P.P.R,"A 1*1/4 or 40mm socket PPR is a type of pipe fitting used in plumbing systems. The ""PPR"" stands for **Polypropylene Random Copolymer**, a durable, heat-resistant plastic ideal for conveying hot and cold water. This specific fitting, also known as a **coupling** or **adapter**, has a dual sizing designation. The ""40mm"" refers to its **metric diameter**, indicating it's compatible with 40mm PPR pipes. Meanwhile, the ""1 1/4"" or ""1*1/4"" refers to its **imperial equivalent**, allowing it to connect with pipes and fittings of that size. The socket design creates a secure and leak-proof joint through a process called **heat fusion welding**, where the pipe and fitting are melted together. This fitting is an essential component for extending a pipeline or joining two segments of pipe with the same diameter. Its use ensures a reliable connection that's resistant to corrosion and chemical degradation, making it a long-lasting solution for various plumbing applications. ","1_PPR_SCKT3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/iMcUQEe-wmrZFuspAqnbjg/dbZd9B8FLVAr9MPvdhyiVWDTphK9wpAIDKMb08wrMfJAheaTpjsjb2ksqIsE_86RAmLPRzOT82OJEqLS6Te3JP7h_9A02rLYmFwshUDmiQFikM-eg4rWR-qrEgl8Nqkus3EIEvDRxmJI70AkwWHV59hQuHw6lbuWL5nIamwLMMijqvUTO8Ndvb_KXpoyTCzP/DcqbYM084mfZl5eKGowcX9bEMfNMxdiiMgXdblriALg),1_PPR_SCKT_2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/yH8aNC-U94IjPPCb2dam2A/CkBlpHfQHBff78-B7sBNB3Z11IHOSxkZ17xgInh3zPQ1dY2-AneWWJu3qQRkzMaemJplkE-d_BfIGViGnwD_J47jYC4tC69yQHBj2caUJ6rPtIH9gXMP-_KDIt3C5Dt3jMM-_H7YtNF8ZMwOaq-P1sw0lWarZdqmtF18GQxQAhW20EE9995zNSCBfGWz6YJ1/fDWTTvqKZF7-BvsbIPEjWNixXDEEMuSTNvlK9llb3Kg),1_PPR_SCKT_1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/hx6cCQdG4LUJp8xcFiHqPw/MoJrCdGcTAyx5DjfsHx7LsMnL7TNMI2Dyth3MmeQ9kyIc5_KKAj9rWQfrdIPmIeHuKfTvMw1grclNKuS7dNZ0-tetCKsTfP6GSAeobsxCU-bw7E7q9DfQe_8MRdIAL_Af6TfoVQ-6kx6reohJw_jK0zA8E3sFgqk9xwlHURsqd1tTz8F9RCXZ1IaxZ0QFHB3/e5M2-3UlTUcu5LM9z7E-aHkHlpI2hVqSokeETfQ5kNo)",,P.P.R Product,P.P.R Product,,,,
223,6226,137,₦4200,,false,1'' or 32mm socket P.P.R,"A 1"" or 32mm socket PPR is a type of plumbing fitting used to join plastic pipes.  This fitting, also known as a coupling, connects two pipes of the same diameter. It's specifically designed for use with **polypropylene random copolymer (PPR)** pipes, which are popular for hot and cold water systems. The socket features a smooth bore and is joined to the pipes using a **heat fusion** process. This method involves using a specialized PPR welding machine to melt the inner and outer surfaces of the pipe and fitting, creating a permanent, leak-proof bond. Its robust design ensures a strong connection, making it suitable for both residential and commercial applications. The 32mm size is a common dimension, accommodating standard plumbing requirements for a variety of projects.","1_PPR_SCKT3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/iMcUQEe-wmrZFuspAqnbjg/dbZd9B8FLVAr9MPvdhyiVWDTphK9wpAIDKMb08wrMfJAheaTpjsjb2ksqIsE_86RAmLPRzOT82OJEqLS6Te3JP7h_9A02rLYmFwshUDmiQFikM-eg4rWR-qrEgl8Nqkus3EIEvDRxmJI70AkwWHV59hQuHw6lbuWL5nIamwLMMijqvUTO8Ndvb_KXpoyTCzP/DcqbYM084mfZl5eKGowcX9bEMfNMxdiiMgXdblriALg),1_PPR_SCKT_2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/yH8aNC-U94IjPPCb2dam2A/CkBlpHfQHBff78-B7sBNB3Z11IHOSxkZ17xgInh3zPQ1dY2-AneWWJu3qQRkzMaemJplkE-d_BfIGViGnwD_J47jYC4tC69yQHBj2caUJ6rPtIH9gXMP-_KDIt3C5Dt3jMM-_H7YtNF8ZMwOaq-P1sw0lWarZdqmtF18GQxQAhW20EE9995zNSCBfGWz6YJ1/fDWTTvqKZF7-BvsbIPEjWNixXDEEMuSTNvlK9llb3Kg),1_PPR_SCKT_1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/hx6cCQdG4LUJp8xcFiHqPw/MoJrCdGcTAyx5DjfsHx7LsMnL7TNMI2Dyth3MmeQ9kyIc5_KKAj9rWQfrdIPmIeHuKfTvMw1grclNKuS7dNZ0-tetCKsTfP6GSAeobsxCU-bw7E7q9DfQe_8MRdIAL_Af6TfoVQ-6kx6reohJw_jK0zA8E3sFgqk9xwlHURsqd1tTz8F9RCXZ1IaxZ0QFHB3/e5M2-3UlTUcu5LM9z7E-aHkHlpI2hVqSokeETfQ5kNo)",,P.P.R Product,P.P.R Product,,,,
224,6234,222,₦2200,,false,3/4''or 25mm socket P.P.R,"A **3/4"" or 25mm socket PPR** is a specialized fitting used in plastic pipe systems, specifically for **Polypropylene Random Copolymer** (PPR) piping. This fitting is essential for creating secure, leak-proof connections by joining two PPR pipes of the same diameter. The designation **3/4"" (three-quarter inch)** and **25mm (twenty-five millimeters)** both refer to the nominal size of the pipe it is designed to fit, with 25mm being the standard metric measurement and 3/4"" being its common imperial equivalent. The socket is designed for a **heat fusion welding process**, where the inner surface of the socket and the outer surface of the pipe are simultaneously heated and then joined together. This method creates a single, homogenous piece of plastic, ensuring a strong and durable joint that's resistant to high temperatures and pressure. Its primary application is in domestic and industrial hot and cold water supply systems, as well as heating installations. The dual sizing (imperial and metric) makes it a versatile and widely used component in various international plumbing and piping projects. ","3_PPR_SCKT3-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/MJ9c-3EBO32wkw5EomL_zQ/zmq8Nr8BJMdiPZLNljZK-LMT6UwIbmWmVgN8S-4EKTlF8WugtQqNA6OtmB-IOG5MrByuHvZix6sFk-tXcNjsXooKm0stz-g-aUnDBnTSAroUBADeOqdRha2Es12hMwYPs0YVTeBX3_-UUaa3ojODUTyt1GufNKTRQKBCPbhHjycZvPkkDq3B-ZoiaiA-9V1Q/PpjKog0j200gyAgk692goQndQsQWCrSYz3oNGQD7ToI),3_PPR_SCKT2-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/dMNY9hlqNR4C5kVHq4ynRw/g6R758kguZ3tOmN1_bjy7pgpEq0_0Ogybv2XFDQQP-JW21LPhgfpHihlhgJxVA_nXWboaKZD2Jl_Z-g3FUil55HOu7AOw9lEgLoZ7ogew3li_6qgGlqrmxdI79rcNfQU0tAkn__y0acWsmB397v6ElcU2vevuotAVBvVruiAm1QFcit9SfvSHLTz9n9SUs2C/8GwXbqiSDiN_UjG2Iw-Oe00P8kTUrc4gAmRK7uo9Ev0),3PPR_SCKT_1-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/S_AnRUA9oEuwracDcju_nw/ob6iV9FWrTIFZgQbG_XftO6usDLfEpArAGeT51vRRuM0SyDW-DlLp7mxIC1cEvsw8G2zJF-tJBYcGv5bmU65TkQCO9wgD00OgaSdTVI8SOCrXRq2O_3qGxbQQyFz29JauH6UeiXItlHIK4XbFutT6BXuzkkKKyD9uCP5tPSwOfLi6fHe0AeCMdDfJHGxmnko/najhBcbnUkoFZS2hp4n0BSyuRV5DXJWYAHQP5Tj5rlM)",,P.P.R Product,P.P.R Product,,,,33
